,Unnamed: 0,record_date,avg_outflow,Unnamed: 0,record_date,avg_inflow,feeder1_kwh,feeder2_kwh,Ammonia_mg_L_1,BOD_mg_L_1,COD_mg_L_1,Nitrogentotal_mg_L_1,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day,record_date
351,351,2009-12-18,3.815395652173912,351,2009-12-18,4.687526086956521,161784,145390,31.0,368.0,736.0,60.562709999999996,13.4,19.0,6.0,0.0,64,0.0,10.0,22.8,35.2,48.2,2015,5,28,28-05-2015
352,352,2009-12-19,3.8654391304347833,352,2009-12-19,3.7160043478260874,135636,110470,40.0,460.0,710.0,61.60754,8.3,16.0,3.0,0.0,50,0.0,9.8,21.3,35.2,51.9,2015,5,31,31-05-2015
353,353,2009-12-20,2.957917391304348,353,2009-12-20,3.651960869565218,155251,112727,34.0,320.0,640.0,59.9478,7.2,10.0,5.0,0.0,78,0.0,10.0,18.0,27.8,0.0,2015,6,1,01-05-2015
354,354,2009-12-21,3.698960869565218,354,2009-12-21,3.97878695652174,146860,119252,37.0,405.0,810.0,61.03273000000001,8.1,10.0,6.0,0.0,92,0.0,9.5,9.8,20.6,0.0,2015,6,2,02-05-2015
355,355,2009-12-22,3.4828739130434783,355,2009-12-22,3.633308695652175,161707,133799,38.0,365.0,730.0,60.562709999999996,7.6,11.0,4.0,0.0,77,0.0,10.0,13.0,37.0,55.4,2015,6,3,03-05-2015
356,356,2009-12-23,2.9893086956521744,356,2009-12-23,3.5398304347826093,168314,135237,37.0,407.5,815.0,60.75761,7.6,10.0,6.7,0.0,50,0.0,10.0,33.5,42.4,64.8,2015,6,4,04-05-2015
357,357,2009-12-24,3.6509173913043473,357,2009-12-24,3.8365695652173915,147502,138322,31.0,395.0,790.0,61.8664,10.7,13.0,8.8,0.0,76,0.0,9.8,17.4,27.8,0.0,2015,6,5,05-05-2015
358,358,2009-12-25,3.4530043478260875,358,2009-12-25,4.079047826086956,150307,125666,35.0,320.0,890.0,62.0,13.7,17.0,5.0,0.0,66,0.0,9.3,28.7,40.7,59.4,2015,6,8,08-05-2015
359,359,2009-12-26,3.0961782608695647,359,2009-12-26,3.286439130434782,175341,138606,32.0,345.0,690.0,60.405919999999995,8.6,13.0,5.0,0.0,73,0.0,10.0,18.1,31.7,0.0,2015,6,9,09-05-2015
360,360,2009-12-27,3.067917391304348,360,2009-12-27,3.3670043478260867,174652,119491,32.0,420.0,840.0,62.25736,8.8,11.2,3.0,0.0,72,0.0,10.0,13.0,24.1,0.0,2015,6,10,10-05-2015
361,361,2009-12-28,2.9708739130434787,361,2009-12-28,3.193786956521739,174673,137553,37.0,480.5,961.0,63.64321999999999,7.5,13.0,3.0,0.0,52,0.0,9.8,7.6,14.8,0.0,2015,6,11,11-05-2015
362,362,2009-12-29,2.9604826086956515,362,2009-12-29,3.4519173913043484,162322,145083,38.0,383.5,767.0,60.405919999999995,10.8,17.0,6.0,0.0,78,0.0,10.0,8.9,16.5,0.0,2015,6,14,14-05-2015
363,363,2009-12-30,2.9665260869565206,363,2009-12-30,3.433960869565217,141045,125489,42.0,750.0,1500.0,68.18319,12.6,17.0,10.0,0.0,50,0.0,7.2,5.0,20.6,0.0,2015,6,15,15-05-2015
364,364,2009-12-31,2.944308695652173,364,2009-12-31,3.3043521739130433,158838,127918,40.0,440.0,920.0,63.15543,12.7,15.2,11.0,0.0,56,0.0,10.0,8.3,22.2,0.0,2015,6,16,16-05-2015
365,365,2010-01-01,2.987091304347825,365,2010-01-01,4.157569565217392,154922,135364,40.0,450.0,900.0,63.201130000000006,11.8,14.0,9.8,0.0,56,0.0,9.8,14.4,25.9,0.0,2015,6,17,17-05-2015
366,366,2010-02-01,3.0004391304347817,366,2010-02-01,3.2181782608695664,143132,128654,34.0,456.0,912.0,62.89512,8.7,11.3,5.0,0.0,54,0.0,10.0,15.9,29.4,0.0,2015,6,18,18-05-2015
367,367,2010-03-01,3.0107,367,2010-03-01,3.5812652173913047,128200,127923,38.0,562.5,1125.0,68.18319,7.3,12.0,3.0,0.0,66,0.0,10.0,26.1,51.9,72.2,2015,6,21,21-05-2015
368,368,2010-04-01,3.0224391304347833,368,2010-04-01,3.512178260869565,157084,107691,39.0,370.0,800.0,60.884980000000006,10.4,12.0,5.0,0.0,66,0.0,10.0,38.7,51.9,75.9,2015,6,22,22-05-2015
369,369,2010-05-01,3.260221739130435,369,2010-05-01,3.4711782608695647,187922,141306,49.0,370.0,840.0,63.312219999999996,13.2,17.0,8.9,0.0,65,0.0,10.0,31.9,46.5,63.0,2015,6,23,23-05-2015
370,370,2010-06-01,3.0234391304347823,370,2010-06-01,3.1804391304347823,137622,97969,42.0,760.0,875.0,60.0,11.1,16.0,7.9,0.0,77,0.0,9.8,15.2,22.2,0.0,2015,6,24,24-05-2015
371,371,2010-07-01,3.0224826086956518,371,2010-07-01,3.1045260869565214,133546,122024,45.0,450.0,900.0,63.728790000000004,11.4,13.0,10.0,0.0,74,0.0,10.0,13.1,27.8,0.0,2015,6,25,25-05-2015
372,372,2010-08-01,3.01274347826087,372,2010-08-01,3.188395652173914,142421,130569,46.0,371.0,742.0,61.25585,9.9,14.0,5.0,0.0,77,0.0,10.0,8.5,16.5,0.0,2015,6,28,28-05-2015
373,373,2010-09-01,3.023526086956522,373,2010-09-01,3.137569565217392,155212,111502,41.0,485.0,970.0,63.64321999999999,7.8,13.0,3.5,0.0,51,0.0,9.8,8.5,14.8,0.0,2015,6,29,29-05-2015
374,374,2010-10-01,3.0193086956521737,374,2010-10-01,3.1540913043478263,152942,124470,36.0,521.0,1042.0,64.11962,9.8,12.4,5.0,0.0,70,0.0,10.0,9.8,15.3,0.0,2015,6,30,30-05-2015
375,375,2010-11-01,2.9917434782608687,375,2010-11-01,3.2516130434782613,150036,117579,35.0,437.5,875.0,63.83988000000001,11.1,14.0,9.0,0.0,59,0.0,9.5,22.2,33.5,51.9,2015,7,1,01-07-2015
376,376,2010-12-01,2.8491782608695657,376,2010-12-01,3.270439130434782,141782,121053,33.0,360.0,730.0,61.189519999999995,7.3,11.1,3.0,0.0,70,0.0,10.0,18.1,40.7,70.6,2015,7,2,02-07-2015
377,377,2010-01-13,3.0482217391304345,377,2010-01-13,3.223308695652174,139935,90316,44.0,515.0,1030.0,64.95329,9.9,15.0,7.0,0.0,60,0.0,9.5,33.7,44.6,63.0,2015,7,5,05-07-2015
378,378,2010-01-14,2.961047826086957,378,2010-01-14,3.204308695652174,148335,79942,34.0,494.0,988.0,64.95329,8.3,11.0,7.0,0.0,80,0.0,1.0,26.5,35.2,55.4,2015,7,6,06-07-2015
379,379,2010-01-15,2.653047826086957,379,2010-01-15,3.29165652173913,178413,89779,42.0,526.5,1053.0,63.64321999999999,8.1,14.0,2.0,0.0,83,0.0,10.0,12.0,22.2,0.0,2015,7,7,07-07-2015
380,380,2010-01-16,3.0258304347826086,380,2010-01-16,3.228395652173913,143859,111155,42.0,370.0,884.0,66.0,10.7,14.0,8.7,0.0,71,0.0,10.0,17.2,25.9,0.0,2015,7,8,08-07-2015
381,381,2010-01-17,3.0303521739130432,381,2010-01-17,3.3445260869565216,173038,147682,37.0,490.0,980.0,63.64321999999999,9.7,12.0,6.0,0.0,71,0.0,10.0,22.6,35.2,0.0,2015,7,9,09-07-2015
382,382,2010-01-18,3.0371782608695663,382,2010-01-18,3.356091304347826,125270,61623,25.0,340.0,680.0,59.395680000000006,9.0,11.0,6.0,0.0,92,0.0,5.0,28.0,38.9,55.4,2015,7,12,12-07-2015
383,383,2010-01-19,2.900569565217392,383,2010-01-19,4.444439130434782,155785,102846,20.0,250.0,500.0,53.15193000000001,8.7,12.0,6.8,0.0,77,0.0,10.0,24.6,33.5,0.0,2015,7,13,13-07-2015
384,384,2010-01-20,3.399178260869565,384,2010-01-20,3.4557434782608687,199894,145291,31.0,200.0,593.0,54.531169999999996,5.9,9.0,3.0,0.0,81,0.0,10.0,20.0,50.0,59.4,2015,7,14,14-07-2015
385,385,2010-01-21,3.029004347826087,385,2010-01-21,3.459569565217392,195550,155340,37.0,327.0,654.0,60.405919999999995,7.4,9.0,5.0,0.0,82,0.0,10.0,9.8,20.6,0.0,2015,7,15,15-07-2015
386,386,2010-01-22,3.273526086956522,386,2010-01-22,3.356395652173913,147835,147715,38.0,395.0,790.0,61.03273000000001,8.4,12.0,6.0,0.0,79,0.0,9.7,21.1,29.4,0.0,2015,7,16,16-07-2015
387,387,2010-01-23,3.0063086956521743,387,2010-01-23,3.2450913043478256,126821,139966,30.0,440.0,880.0,60.85159,5.2,13.0,-1.0,0.0,75,0.0,10.0,10.0,20.6,0.0,2015,7,19,19-07-2015
388,388,2010-01-24,3.606917391304348,388,2010-01-24,3.8183956521739133,126313,82374,36.0,450.0,960.0,58.0,9.8,14.0,5.0,0.0,61,0.0,10.0,27.0,48.2,66.5,2015,7,20,20-07-2015
389,389,2010-01-25,3.0078739130434786,389,2010-01-25,3.381395652173913,128333,128181,41.0,497.5,995.0,64.95329,12.7,15.2,11.0,0.0,67,0.0,9.5,39.6,55.4,74.1,2015,7,21,21-07-2015
390,390,2010-01-26,3.006960869565218,390,2010-01-26,3.3597,126200,138496,48.0,480.0,960.0,64.11962,9.8,15.3,6.0,0.0,74,0.0,1.0,18.9,31.7,0.0,2015,7,22,22-07-2015
391,391,2010-01-27,3.10778695652174,391,2010-01-27,3.4372652173913045,143609,135570,37.0,489.0,978.0,64.95329,10.4,14.0,7.0,0.0,81,0.0,1.0,22.8,33.5,51.9,2015,7,23,23-07-2015
392,392,2010-01-28,3.1550478260869568,392,2010-01-28,3.241786956521739,151062,137163,30.0,300.0,760.0,61.189519999999995,6.6,11.0,4.0,0.0,67,0.0,10.0,27.8,61.1,79.5,2015,7,26,26-07-2015
393,393,2010-01-29,3.4026565217391305,393,2010-01-29,3.741439130434782,177041,124274,36.0,415.0,830.0,63.09101999999999,8.9,13.0,6.9,0.0,73,0.0,10.0,20.6,31.7,0.0,2015,7,27,27-07-2015
394,394,2010-01-30,2.9980478260869567,394,2010-01-30,3.712830434782609,173175,133752,26.0,590.0,1180.0,68.18319,9.9,14.0,5.8,0.0,74,0.0,1.0,13.9,22.2,0.0,2015,7,28,28-07-2015
395,395,2010-01-31,3.4486130434782614,395,2010-01-31,3.8087,138309,126543,26.0,488.5,977.0,64.95329,9.3,13.0,7.0,0.0,67,0.0,1.0,28.9,55.4,63.0,2015,7,29,29-07-2015
396,396,2010-01-02,3.3182652173913048,396,2010-01-02,3.7215695652173912,131545,136177,40.0,495.0,990.0,64.11962,7.8,11.0,4.0,0.0,73,0.0,1.0,32.0,64.8,87.0,2015,7,30,30-07-2015
397,397,2010-02-02,3.230178260869565,397,2010-02-02,3.666873913043478,187617,147339,41.0,425.0,850.0,62.47855,10.1,14.0,6.0,0.0,62,0.0,9.8,27.4,38.9,55.4,2015,8,2,02-08-2015
398,398,2010-03-02,2.995047826086957,398,2010-03-02,3.6857,196935,133334,32.0,340.0,1050.0,51.0,5.6,10.0,2.0,0.0,67,0.0,10.0,20.0,37.0,51.9,2015,8,3,03-08-2015
399,399,2010-04-02,3.5754391304347832,399,2010-04-02,3.6209608695652182,187729,141026,36.0,450.0,900.0,62.367459999999994,8.6,10.0,6.0,0.0,66,0.0,9.8,22.0,31.7,0.0,2015,8,4,04-08-2015
400,400,2010-05-02,2.98374347826087,400,2010-05-02,3.5773956521739136,177243,164568,29.0,554.0,1108.0,68.18319,7.4,11.0,4.0,0.0,76,0.0,9.8,23.9,40.7,59.4,2015,8,5,05-08-2015
401,401,2010-06-02,3.4466565217391305,401,2010-06-02,3.664134782608695,163563,141835,28.0,400.0,800.0,58.612080000000006,9.3,13.0,6.0,0.0,85,0.0,10.0,17.2,31.7,0.0,2015,8,6,06-08-2015
402,402,2010-07-02,3.273613043478261,402,2010-07-02,3.6698304347826083,155098,159777,42.0,440.0,880.0,63.24781,9.5,12.0,7.8,0.0,72,0.0,10.0,31.9,57.6,74.1,2015,8,9,09-08-2015
403,403,2010-08-02,2.9922217391304358,403,2010-08-02,3.5270913043478265,164897,141164,45.0,460.0,920.0,62.52425,9.8,15.0,6.0,0.0,69,0.0,10.0,27.2,53.5,74.1,2015,8,10,10-08-2015
404,404,2010-09-02,3.0666130434782604,404,2010-09-02,3.4512217391304363,173702,140024,27.0,360.0,952.0,63.312219999999996,10.9,14.0,7.0,0.0,57,0.0,10.0,31.1,48.2,72.2,2015,8,11,11-08-2015
405,405,2010-10-02,2.9800913043478263,405,2010-10-02,3.363308695652173,170568,137088,23.0,500.0,1000.0,64.47689,8.9,12.0,7.0,0.0,81,0.0,10.0,16.7,24.1,0.0,2015,8,12,12-08-2015
406,406,2010-11-02,2.9786130434782603,406,2010-11-02,3.342439130434783,166710,130325,34.0,460.0,920.0,63.201130000000006,10.5,12.0,8.0,0.0,65,0.0,10.0,16.7,25.9,0.0,2015,8,13,13-08-2015
407,407,2010-12-02,4.321960869565218,407,2010-12-02,4.798178260869566,170889,144167,47.0,415.0,830.0,63.312219999999996,11.3,15.0,8.0,0.0,67,0.0,9.3,21.7,35.2,51.9,2015,8,16,16-08-2015
408,408,2010-02-13,3.3052217391304346,408,2010-02-13,3.743700000000001,208073,155551,45.0,450.0,900.0,62.52425,6.6,11.0,4.0,0.0,77,0.0,10.0,18.7,33.5,0.0,2015,8,17,17-08-2015
409,409,2010-02-14,3.215308695652173,409,2010-02-14,3.7786130434782614,188783,146325,43.0,412.5,825.0,60.757090000000005,7.8,10.0,5.6,0.0,78,0.0,10.0,6.3,16.5,0.0,2015,8,18,18-08-2015
410,410,2010-02-15,2.9235695652173916,410,2010-02-15,3.764308695652173,180220,137155,42.0,470.0,840.0,61.0,8.8,13.0,4.7,0.0,64,0.0,10.0,16.1,44.6,57.6,2015,8,19,19-08-2015
411,411,2010-02-16,3.0983956521739127,411,2010-02-16,3.657960869565218,185438,152816,44.0,470.0,940.0,64.47689,13.0,16.0,11.0,0.0,55,0.0,0.0,39.3,51.9,70.6,2015,8,20,20-08-2015
412,412,2010-02-17,3.2611347826086963,412,2010-02-17,3.5357434782608688,181213,142865,45.0,410.0,820.0,61.462709999999994,10.9,16.0,7.0,0.0,74,0.0,10.0,15.2,22.2,0.0,2015,8,23,23-08-2015
413,413,2010-02-18,3.056047826086957,413,2010-02-18,2.8795260869565213,190214,152307,44.0,415.0,830.0,63.24781,10.3,12.0,9.0,0.0,73,0.0,10.0,28.0,37.0,53.5,2015,8,24,24-08-2015
414,414,2010-02-19,2.7018739130434786,414,2010-02-19,3.9482652173913046,168799,122943,47.0,438.0,876.0,63.09101999999999,9.9,13.0,7.0,0.0,76,0.0,9.8,17.4,31.7,0.0,2015,8,25,25-08-2015
415,415,2010-02-20,3.4537869565217387,415,2010-02-20,3.389917391304348,196189,114567,46.0,503.5,1007.0,64.47689,11.1,15.0,8.6,0.0,72,0.0,9.8,7.4,13.0,0.0,2015,8,26,26-08-2015
416,416,2010-02-21,3.2885260869565216,416,2010-02-21,3.544526086956522,128049,97512,42.0,310.0,735.0,61.19839,9.4,11.2,6.6,0.0,92,0.0,9.3,17.2,29.4,0.0,2015,8,27,27-08-2015
417,417,2010-02-22,2.993960869565217,417,2010-02-22,3.4748739130434787,157032,101129,41.0,380.0,760.0,60.728190000000005,8.7,11.0,6.5,0.0,78,0.0,10.0,13.7,22.2,0.0,2015,8,30,30-08-2015
418,418,2010-02-23,2.996960869565217,418,2010-02-23,3.3033086956521727,152595,95078,36.0,425.0,850.0,62.83047,8.4,13.0,1.8,0.0,68,0.0,10.0,11.7,20.6,0.0,2015,8,31,31-08-2015
419,419,2010-02-24,3.0911782608695653,419,2010-02-24,3.3215695652173918,165587,106391,40.0,492.5,985.0,64.47689,112.0,16.0,9.0,0.0,59,0.0,10.0,22.2,37.0,61.1,2015,9,1,01-09-2015
420,420,2010-02-25,2.9535260869565225,420,2010-02-25,3.4491782608695654,174230,109228,37.0,330.0,880.0,60.0,12.3,18.0,9.0,0.0,73,0.0,10.0,15.4,37.0,53.5,2015,9,2,02-09-2015
421,421,2010-02-26,3.0329608695652173,421,2010-02-26,3.3064391304347827,179826,118211,51.0,500.0,1000.0,63.64321999999999,9.4,13.1,4.0,0.0,79,0.0,10.0,17.8,35.2,0.0,2015,9,3,03-09-2015
422,422,2010-02-27,3.00978695652174,422,2010-02-27,3.3102652173913043,174488,122000,50.0,417.0,834.0,63.312219999999996,10.8,15.0,8.0,0.0,66,0.0,9.8,29.3,50.0,68.3,2015,9,6,06-09-2015
423,423,2010-02-28,3.025439130434783,423,2010-02-28,3.2800478260869554,166832,88288,43.0,435.0,870.0,63.29326999999999,9.4,12.0,8.0,0.0,71,0.0,9.5,22.6,40.7,59.4,2015,9,7,07-09-2015
424,424,2010-01-03,3.0118739130434786,424,2010-01-03,3.2471782608695654,155703,108163,48.0,340.0,780.0,61.63244,10.3,13.0,9.0,0.0,77,0.0,8.9,17.0,31.7,0.0,2015,9,8,08-09-2015
425,425,2010-02-03,1.868221739130435,425,2010-02-03,3.393526086956521,187681,111424,48.0,455.0,910.0,63.201130000000006,10.9,14.0,8.0,0.0,74,0.0,10.0,14.4,31.7,0.0,2015,9,9,09-09-2015
426,426,2010-03-03,3.4908304347826085,426,2010-03-03,3.3558739130434785,152503,132478,45.0,470.0,940.0,64.11962,9.3,16.0,4.0,0.0,77,0.0,10.0,13.5,29.4,0.0,2015,9,10,10-09-2015
427,427,2010-04-03,2.93378695652174,427,2010-04-03,3.379526086956522,130072,116462,36.0,413.0,826.0,62.218090000000004,18.8,24.0,15.0,0.0,49,0.0,0.0,32.4,48.2,59.4,2015,9,13,13-09-2015
428,428,2010-05-03,3.1360913043478265,428,2010-05-03,3.3846130434782618,172531,124151,30.0,380.0,769.0,52.0,18.0,25.7,9.9,0.0,55,0.0,9.0,27.8,48.2,57.6,2015,9,14,14-09-2015
429,429,2010-06-03,2.9896130434782613,429,2010-06-03,3.260613043478261,159530,129373,29.0,313.5,627.0,58.135569999999994,10.6,16.0,6.0,0.0,69,0.0,10.0,18.5,35.2,0.0,2015,9,15,15-09-2015
430,430,2010-07-03,4.3601347826086965,430,2010-07-03,5.104917391304348,154984,149921,33.0,380.0,760.0,61.33874,10.6,15.0,7.0,0.0,77,0.0,9.8,11.7,27.8,0.0,2015,9,16,16-09-2015
431,431,2010-08-03,5.115569565217389,431,2010-08-03,6.025004347826085,137245,152458,26.0,313.5,627.0,57.17811999999999,10.9,14.0,8.8,0.0,78,0.0,9.7,14.3,27.8,0.0,2015,9,17,17-09-2015
432,432,2010-09-03,5.381265217391304,432,2010-09-03,5.589482608695653,138893,148091,36.0,350.0,747.0,62.218090000000004,16.8,22.0,13.0,0.0,55,0.0,10.0,26.9,42.4,53.5,2015,9,20,20-09-2015
433,433,2010-10-03,3.2285695652173914,433,2010-10-03,3.7113521739130433,131309,116756,37.0,494.0,988.0,64.11962,10.1,17.1,5.9,0.0,69,0.0,10.0,22.2,37.0,51.9,2015,9,21,21-09-2015
434,434,2010-11-03,3.6585260869565213,434,2010-11-03,3.5543521739130433,125331,119366,49.0,426.0,852.0,63.006209999999996,8.1,12.0,4.9,0.0,64,0.0,10.0,23.0,42.4,57.6,2015,9,22,22-09-2015
435,435,2010-12-03,3.0033956521739134,435,2010-12-03,3.5923956521739124,124993,103791,54.0,661.0,1322.0,68.18319,8.6,12.6,4.0,0.0,62,0.0,10.0,18.5,31.7,0.0,2015,9,23,23-09-2015
436,436,2010-03-13,3.257439130434784,436,2010-03-13,3.475613043478261,124827,111951,51.0,449.0,898.0,62.89512,9.1,15.0,1.9,0.0,74,0.0,10.0,15.4,27.8,0.0,2015,9,24,24-09-2015
437,437,2010-03-14,3.3001782608695653,437,2010-03-14,3.7347434782608686,128104,102714,38.0,442.5,885.0,63.097359999999995,13.3,21.0,5.0,0.0,53,0.0,10.0,13.7,33.5,0.0,2015,9,27,27-09-2015
438,438,2010-03-15,3.289352173913044,438,2010-03-15,3.5778739130434776,121256,87627,45.0,514.0,1028.0,64.11962,13.3,22.0,6.0,0.0,56,0.0,10.0,13.9,22.2,0.0,2015,9,28,28-09-2015
439,439,2010-03-16,3.0334391304347825,439,2010-03-16,3.4723956521739137,132220,104206,48.0,458.5,917.0,63.77424,12.3,17.0,9.8,0.0,67,0.0,10.0,14.4,27.8,0.0,2015,9,29,29-09-2015
440,440,2010-03-17,2.9782652173913045,440,2010-03-17,3.4351782608695656,156015,121227,54.0,570.0,1193.0,86.0,10.0,17.0,4.0,0.0,66,0.0,10.0,17.6,25.9,0.0,2015,9,30,30-09-2015
441,441,2010-03-18,3.124004347826087,441,2010-03-18,3.3763521739130447,102312,99004,41.0,449.5,899.0,63.93103000000001,21.6,28.0,17.0,0.0,33,0.0,0.0,31.3,51.9,68.3,2015,10,2,02-10-2015
442,442,2010-03-19,2.969134782608696,442,2010-03-19,3.2963521739130432,139929,98122,39.0,479.0,958.0,64.95329,18.5,28.0,11.0,0.0,53,0.0,0.0,13.3,27.8,0.0,2015,10,4,04-10-2015
443,443,2010-03-20,2.958613043478261,443,2010-03-20,3.3360478260869555,72159,150983,40.0,434.0,868.0,64.84884,26.4,34.1,19.0,0.0,23,0.0,0.0,33.5,48.2,59.4,2015,10,5,05-10-2015
444,444,2010-03-21,3.1813521739130435,444,2010-03-21,3.610134782608695,164801,110329,43.0,442.0,884.0,64.36688000000001,19.2,35.0,9.0,0.0,35,0.0,10.0,30.6,64.8,98.2,2015,10,6,06-10-2015
445,445,2010-03-22,2.9789173913043467,445,2010-03-22,3.479004347826088,196393,107053,45.0,454.0,908.0,63.403369999999995,11.5,16.0,8.0,0.0,60,0.0,10.0,20.7,33.5,0.0,2015,10,7,07-10-2015
446,446,2010-03-23,2.9976130434782613,446,2010-03-23,3.7122217391304337,160335,125007,46.0,560.0,996.0,64.47689,15.4,25.0,9.0,0.0,62,0.0,0.0,12.8,33.5,0.0,2015,10,8,08-10-2015
447,447,2010-03-24,3.369352173913044,447,2010-03-24,3.545569565217392,165249,114912,39.0,439.5,879.0,63.09101999999999,15.3,26.0,10.0,0.0,79,0.0,7.4,18.0,31.7,0.0,2015,10,11,11-10-2015
448,448,2010-03-25,2.9735260869565217,448,2010-03-25,3.3652217391304338,158912,80886,39.0,418.0,836.0,62.30281,11.3,15.0,5.0,0.0,71,0.0,10.0,17.6,29.4,0.0,2015,10,12,12-10-2015
449,449,2010-03-26,2.953352173913044,449,2010-03-26,3.4180478260869562,174724,102813,35.0,342.0,684.0,61.23959,13.4,21.0,7.0,0.0,71,0.0,10.0,12.6,29.4,0.0,2015,10,13,13-10-2015
450,450,2010-03-27,2.9637869565217385,450,2010-03-27,3.272134782608697,189825,112442,44.0,430.0,582.0,68.0,22.0,28.0,17.0,0.0,46,0.0,10.0,23.3,38.9,50.0,2015,10,14,14-10-2015
451,451,2010-03-28,2.9793086956521733,451,2010-03-28,3.5512652173913044,176006,117155,42.0,254.0,508.0,58.616440000000004,24.4,34.0,16.0,0.0,25,0.0,0.0,19.3,44.6,66.5,2015,10,15,15-10-2015
452,452,2010-03-29,2.9633086956521737,452,2010-03-29,3.462569565217392,160363,110922,37.0,415.0,830.0,62.32176,12.4,19.0,6.0,0.0,66,0.0,0.0,13.1,22.2,35.2,2015,10,18,18-10-2015
453,453,2010-03-30,4.106917391304347,453,2010-03-30,4.155960869565218,132380,107501,35.0,427.5,855.0,63.72854,19.4,28.0,10.0,0.0,36,0.0,0.0,17.4,31.7,0.0,2015,10,19,19-10-2015
454,454,2010-03-31,2.9900913043478266,454,2010-03-31,3.3937434782608698,140863,123396,48.0,420.0,865.0,64.84884,23.2,32.0,15.0,0.0,47,0.0,9.5,18.3,35.2,51.9,2015,10,20,20-10-2015
455,455,2010-01-04,2.9267434782608697,455,2010-01-04,3.2973086956521738,142003,120917,34.0,470.0,940.0,64.95329,12.4,18.0,10.0,0.0,79,0.0,9.8,22.8,33.5,0.0,2015,10,21,21-10-2015
456,456,2010-02-04,2.8343956521739133,456,2010-02-04,3.0009608695652177,150869,139503,40.0,450.0,900.0,63.885580000000004,12.1,16.0,10.0,0.0,73,0.0,9.7,21.9,33.5,48.2,2015,10,22,22-10-2015
457,457,2010-03-04,2.8550478260869565,457,2010-03-04,2.9500913043478256,139451,132247,36.0,400.0,800.0,63.227059999999994,22.0,32.0,13.0,0.0,35,0.0,9.7,29.8,53.5,68.3,2015,10,25,25-10-2015
458,458,2010-04-04,2.1285260869565223,458,2010-04-04,2.8906565217391305,140123,124990,48.0,380.0,1115.0,70.0,11.9,16.0,9.0,0.0,70,0.0,10.0,26.9,40.7,55.4,2015,10,26,26-10-2015
459,459,2010-05-04,2.4878739130434786,459,2010-05-04,2.7477434782608694,125418,111584,48.0,470.0,940.0,64.95329,15.7,23.0,8.0,0.0,47,0.0,10.0,18.9,44.6,0.0,2015,10,27,27-10-2015
460,460,2010-06-04,2.544439130434782,460,2010-06-04,3.1267,144974,116357,48.0,645.0,1290.0,68.18319,17.8,26.0,10.0,0.0,49,0.0,6.3,16.1,33.5,35.2,2015,10,28,28-10-2015
461,461,2010-07-04,3.355352173913043,461,2010-07-04,3.7062652173913047,151188,117260,48.0,485.0,970.0,64.95329,19.2,26.0,10.7,0.0,43,0.0,0.0,13.7,31.7,0.0,2015,10,29,29-10-2015
462,462,2010-08-04,3.4118739130434776,462,2010-08-04,3.3189608695652173,145304,103143,50.0,380.0,760.0,62.374359999999996,17.1,26.0,13.0,0.0,76,0.0,9.5,15.9,38.9,57.6,2015,11,1,01-11-2015
463,463,2010-09-04,2.8982217391304346,463,2010-09-04,3.2212217391304354,162817,104540,50.0,380.0,845.0,63.136480000000006,14.1,18.0,9.0,0.0,68,0.0,10.0,12.6,20.6,0.0,2015,11,3,03-11-2015
464,464,2010-10-04,2.8886565217391302,464,2010-10-04,3.279178260869565,165461,112821,53.0,495.0,990.0,64.47689,20.5,27.0,16.8,0.0,72,0.0,7.7,15.6,29.4,61.1,2015,11,4,04-11-2015
465,465,2010-11-04,2.896743478260869,465,2010-11-04,3.363569565217391,145176,98934,33.0,360.0,720.0,62.02319,18.7,24.0,15.0,0.0,82,0.0,10.0,14.6,63.0,81.7,2015,11,5,05-11-2015
466,466,2010-12-04,3.3598304347826087,466,2010-12-04,3.6413956521739137,181792,121874,37.0,325.0,650.0,61.591280000000005,19.3,26.0,13.0,0.0,34,0.0,0.0,16.3,35.2,50.0,2015,11,8,08-11-2015
467,467,2010-04-13,3.064743478260872,467,2010-04-13,3.5736565217391303,178250,122297,49.0,430.5,861.0,64.32118,22.8,34.0,14.0,0.0,41,0.0,9.2,18.1,33.5,51.9,2015,11,9,09-11-2015
468,468,2010-04-14,3.151917391304348,468,2010-04-14,3.458960869565217,160250,117666,50.0,552.5,1105.0,68.18319,12.3,15.0,10.8,0.0,79,0.0,9.8,18.0,29.4,0.0,2015,11,10,10-11-2015
469,469,2010-04-15,3.0759173913043485,469,2010-04-15,3.4512652173913034,168291,123318,50.0,580.0,1110.0,92.0,14.8,18.0,12.0,0.0,50,0.0,9.7,9.4,14.8,0.0,2015,11,11,11-11-2015
470,470,2010-04-16,2.8872217391304345,470,2010-04-16,3.337221739130435,180810,120674,50.0,530.0,1060.0,64.47689,16.5,23.0,12.0,0.0,75,0.0,10.0,16.7,27.8,0.0,2015,11,12,12-11-2015
471,471,2010-04-17,3.2197,471,2010-04-17,3.508134782608696,157394,80704,43.0,437.5,875.0,63.136480000000006,14.9,22.0,10.8,0.0,71,0.0,10.0,16.5,25.9,0.0,2015,11,15,15-11-2015
472,472,2010-04-18,3.2759608695652167,472,2010-04-18,3.663004347826088,161207,92492,42.0,405.0,810.0,61.94245,21.3,27.0,14.0,0.0,45,0.0,0.0,20.2,44.6,59.4,2015,11,16,16-11-2015
